-1.5702,3.4969,4.8157,1.8619,-6.019,-9.4389,-4.2527,14.14,21.21,21.688,-0.58015,-14.237,-22.059,-17.136,0.92712,12.606,25.024,15.927,-9.939,-21.101,-16.437,1.7671,18.59,22.105,11.925,-7.8839,-29.02,-23.632,-2.3932,33.253,39.093,21.094,-12.985,-50.178,-53.237,-21.412,15.845,41.64,40.07,14.152,-17.691,-35.982,-27.764,0.25048,29.582,28.9,14.054,-4.6504,-26.391,-20.739,-2.0931,11.369,17.823,3.4532,-16.113,-26.077,-19.533,0.54947,21.118,26.989,12.765,-9.9285,-23.89,-24.859,-0.0551,14.177,27.433,13.003,-6.1957,-27.648,-29.835,-13.026,17.045,39.576,36.702,17.793,-13.813,-33.567,-32.2,-16.608,9.7916,37.363,37.115,16.882,-13.65,-28.093,-32.443,-14.565,15.241,36.407,29.906,10.493,-20.163,-33.161,-20.996,-4.1672,22.818,29.494,14.975,-0.30178,-19.545,-20.382,-9.542,7.3787,21.018,30.241,13.652,-4.186,-24.059,-26.239,-15.407,-1.4939,8.6981,16.35,18.315,1.9232,-8.1245,-18.513,-27.932,-17.58,4.7075,15.778,22.513,19.616,0.89842,-9.767,-25.44,-24.251,-12.433,0.39365,16.166,19.627,14.713,2.5865,-5.5733,-17.61,-13.058,-19.793,-12.585,-2.94,10.749,20.902,23.546,12.844,-2.2967,-22.651,-27.114,-19.094,-2.8361,9.7714,27.492,27.654,12.232,-13.615,-27.676,-25.525,-16.397,3.2169,20.278,20.609,12.1,3.1909,0.42411,-7.2604,-7.2066,-13.622,-13.072,-14.203,-4.0767,11.243,31.916,31.967,18.255,-4.2316,-34.131,-53.991,-37.31,-9.3151,22.532,45.046,41.609,15.6,-15.311,-36.862,-29.702,-20.332,-0.15651,15.883,22.481,16.113,13.701,12.997,-1.9967,-15.071,-27.863,-25.065,-14.908,13.305,38.312,44.614,26.897,-2.916,-34.875,-49.084,-32.979,0.12774,39.572,46.117,29.494,2.2681,-32.366,-36.993,-17.372,12.48,30.112,28.171,3.3532,-20.632,-21.804,-9.9247,2.7955,19.889,20.308,12.346,-1.6854,-14.857,-22.725,-17.971,-2.7453,6.7569,15.138,17.12,7.2431,0.72159,-8.871,-13.076,-8.0402,-8.176,0.58903,8.7572,18.07,20.092,9.5477,-4.7025,-20.87,-34.373,-16.553,6.0551,25.577,36.538,25.073,-5.2298,-26.651,-28.601,-21.647,0.81023
1.9345,7.79,6.5562,-0.95422,-1.7429,-3.7589,-13.032,-10.346,-5.1244,12.15,19.572,16.13,7.8981,-8.2329,-14.949,-20.596,-8.5243,-3.5811,9.349,9.0386,15.016,9.6521,2.8258,-11.733,-20.541,-23.168,-12.391,3.1491,19.045,22.903,17.039,2.9774,-14.968,-20.867,-24.405,-11.72,3.6676,15.398,19.335,14.972,5.3762,-0.40504,-10.636,-14.479,-7.5647,1.9747,8.5788,7.9061,-4.5166,-11.141,-9.4001,0.16805,19.634,26.288,22.34,-0.20597,-25.705,-32.194,-19.444,8.7921,32.812,30.102,17.361,-4.1007,-23.525,-21.139,-11.129,4.2098,15.086,4.524,7.0488,4.3664,3.1486,3.6793,0.1055,-8.1579,-11.523,-5.4883,-0.61887,14.237,17.426,4.1659,2.4401,-6.2581,7.9091,14.843,11.752,2.6721,-14.063,-23.099,-24.195,-1.8366,21.308,33.334,31.151,0.73166,-19.29,-31.572,-27.315,-6.9518,13.929,32.43,26.815,3.1017,-19.383,-32.095,-31.145,-19.248,9.3709,27.82,33.339,27.67,10.973,-11.427,-32.226,-40.228,-16.102,12.272,36.592,41.159,22.509,-5.5263,-34.052,-36.954,-15.361,16.296,31.281,23.878,1.9781,-28.425,-27.918,-17.387,-1.715,23.697,17.289,5.2195,-10.086,-10.52,-3.7354,-3.598,7.6028,4.9157,-0.46362,-5.7264,-8.1808,-6.782,3.045,5.6003,11.178,15.763,14.093,3.9687,1.0027,-8.3254,-13.973,-13.412,-5.0971,7.9521,21.351,21.885,14.275,-7.9324,-22.303,-25.564,-16.459,5.6422,11.862,12.976,-0.54802,-11.984,-10.927,5.4555,23.967,21.854,-0.45807,-25.244,-35.102,-18.697,19.071,48.395,46.703,20.759,-24.612,-50.319,-40.065,-4.2164,37.541,61.993,51.502,1.3201,-50.818,-74.778,-50.84,3.4528,53.836,68.65,47.655,0.22497,-42.795,-65.111,-50.827,-6.2714,36.103,58.911,47.37,16.293,-19.886,-36.261,-36.023,-14.302,3.1306,18.701,19.557,20.16,14.656,4.0967,-8.2419,-25.619,-28.423,-18.204,6.1207,33.745,45.109,37.212,9.5159,-21.502,-38.141,-39.032,-23.432,4.1011,18.644,32.968,31.579,21.643,2.3036,-30.51,-52.302,-51.901,-27.974,16.997,57.795,61.694,39.098,-5.3325,-45.001,-63.58,-42.287,-3.395,27.976,52.153,42.804,14.783,-16.412,-38.884,-35.743,-14.959
-0.10818,-3.5347,-10.137,-5.3038,8.0028,17.096,18.269,16.362,1.0994,-18.113,-32.316,-33.676,-12.427,14.696,40.661,45.742,26.957,-12.273,-43.128,-49.527,-23.304,9.3848,39.12,41.488,20.782,-7.9357,-30.891,-27.882,-11.515,18.34,27.428,19.648,-2.7518,-28.782,-35.338,-24.63,5.4825,26.369,32.05,18.919,4.2773,-11.951,-19.382,-12.376,0.30141,13.815,13.228,9.5227,9.2048,6.7522,-0.13407,-8.7928,-7.7849,-7.348,0.90567,7.0503,9.2312,4.6451,-7.6776,-17.292,-27.88,-17.311,11.158,24.101,28.167,21.66,-6.1343,-26.829,-33.443,-28.393,0.35882,21.386,32.641,32.633,9.148,-16.494,-29.899,-39.437,-19.786,5.1142,24.889,32.754,35.486,13.617,-8.0561,-31.363,-40.186,-29.03,-4.5191,23.182,39.263,42.821,21.62,2.6734,-28.107,-40.045,-27.344,-3.2232,21.991,32.757,27.715,5.4824,-17.111,-26.494,-23.746,-13.21,1.1308,15.285,17.751,14.65,12.275,-3.3432,-12.324,-17.775,-15.186,-12.599,2.0066,5.3928,25.106,24.887,15.073,4.19,-19.13,-34.826,-26.385,-8.3236,16.332,27.491,21.3,4.299,-11.175,-14.457,-12.88,-0.45994,3.8087,3.615,5.943,4.188,3.1802,-6.2925,-2.9182,1.6099,1.4759,11.929,7.9585,11.105,5.6855,-10.972,-18.351,-21.908,-7.3242,22.169,42.131,39.591,12.393,-19.528,-47.246,-47.537,-22.2,9.4277,33.866,42.675,35.48,7.4156,-19.496,-34.61,-30.453,-13.404,10.329,34.164,31.795,17.376,-4.2786,-17.875,-24.881,-19.898,0.45073,17.565,19.645,2.9313,-7.4586,-21.113,-12.595,1.3186,15.998,25.774,15.024,-1.7091,-22.606,-26.023,-13.209,8.1383,18.482,26.976,10.887,-10.954,-28.192,-28.566,-4.4653,14.966,23.237,24.815,11.796,-5.4386,-11.964,-15.375,-5.2625,3.8658,12.395,12.297,5.3153,0.82212,-4.9777,-6.6156,-7.1812,-11.094,-8.9798,-3.6945,1.0228,3.7618,-0.23146,-5.5344,-11.8,-14.308,-0.75774,7.4035,28.442,21.036,12.259,-11.967,-29.424,-37.415,-20.352,6.1499,33.071,46.316,37.588,8.8246,-20.979,-41.454,-45.553,-25.206,10.819,30.172,32.104,16.468,-7.5255,-16.77,-17.324,-10.931,4.4011,5.2527,6.3123,1.9674,1.7923,6.8183
-1.8171,-2.6671,5.5701,2.9166,-3.4106,-2.1596,-3.1762,-3.4956,8.9213,16.461,15.702,7.1751,-9.5668,-29.033,-27.276,-22.118,7.6358,27.823,38.689,27.346,2.3073,-23.473,-27.182,-28.856,-10.202,11.008,23.789,25.797,24.132,13.042,-2.26,-11.509,-26.465,-30.429,-20.81,-4.0955,18.495,32.821,32.879,17.899,-6.8077,-28.704,-38.708,-24.634,2.4681,23.961,35.606,27.279,12.291,-6.035,-17.081,-24.752,-15.129,-3.9407,12.064,17.703,13.109,4.6811,-4.286,-4.5686,-3.1603,-1.9631,-7.3734,-13.801,-18.473,0.93624,21.52,35.696,23.762,-0.63968,-25.48,-38.212,-19.958,7.8751,24.689,29.763,13.13,-11.772,-25.649,-16.587,-2.4441,15.559,16.371,4.7993,-6.9776,-20.213,-18.433,-1.4044,7.9178,13.903,0.77201,-14.565,-6.5988,3.3009,17.215,14.052,1.4491,-16.97,-30.398,-20.399,1.2705,25.444,41.689,33.097,-2.787,-35.174,-56.928,-32.798,2.4922,43.403,55.082,45.828,1.2277,-30.799,-54.222,-39.907,-1.1641,35.767,54.888,33.788,0.7036,-40.652,-47.97,-32.491,5.9475,39.484,47.328,27.012,-10.288,-36.775,-34.02,-23.188,8.3392,18.459,22.475,0.59134,-12.682,-22.14,1.6233,21.682,29.157,11.438,-17.474,-45.912,-40.779,-6.1602,41.006,54.261,23.59,-23.167,-62.843,-63.928,-15.181,35.796,68.711,58.387,7.006,-45.151,-75.089,-58.566,-12.586,29.583,45.15,30.097,0.28959,-20.876,-20.989,-1.5473,16.47,6.7847,-5.7931,-8.0979,0.30502,15.124,38.947,31.058,0.64437,-32.818,-42.765,-34.763,-2.0327,29.493,39.715,21.841,-15.15,-33.249,-37.612,-11.027,26.809,45.368,32.075,-8.0995,-41.168,-42.064,-15.269,31.971,54.381,35.996,-13.181,-52.372,-57.949,-27.361,34.071,67.101,58.548,8.0511,-54.254,-75.951,-56.501,4.2948,59.724,70.594,36.301,-22.127,-64.418,-57.103,-12.609,35.922,60.762,42.878,-0.14045,-38.507,-49.359,-26.614,8.1148,27.027,26.534,3.0862,-17.545,-19.835,-1.6796,21.457,21.04,-1.7222,-27.708,-38.768,-20.088,9.6799,44.886,51.963,25.514,-17.624,-45.165,-53.856,-25.199,13.074,38.578,38.662,18.785,-13.507,-24.869,-20.24,-4.5299,5.7829,7.7923,-0.98766
-5.3957,4.2435,9.1513,10.689,19.206,0.41751,-4.9057,-22.541,-26.732,-10.222,7.37,34.022,31.804,20.506,-15.322,-39.207,-39.342,-16.704,14.197,35.879,30.799,10.833,-6.1062,-20.87,-18.074,-9.2571,0.59547,1.2082,0.89191,7.2825,7.0734,12.812,12.591,4.7076,-9.3978,-17.5,-15.702,2.5674,16.486,29.044,20.015,-7.0173,-25.508,-27.747,-6.7937,14.876,32.155,24.954,2.335,-20.639,-33.311,-23.86,-8.0918,10.538,21.311,21.04,15.612,6.4663,-9.4388,-16.811,-23.75,-24.977,-10.395,12.681,27.32,40.85,35.707,5.7066,-23.812,-43.22,-39.353,-15.238,18.508,40.399,36.93,20.305,-9.0396,-26.25,-24.772,-13.625,3.3122,5.8008,9.17,-1.4998,1.6036,2.9197,5.2889,3.3126,-2.7302,-12.412,-23.69,-16.53,5.1151,18.532,14.674,11.886,-13.798,-24.316,-21.111,-7.6942,9.1404,17.936,20.169,3.9435,-8.0894,-29.414,-27.466,-19.026,13.41,36.264,40.026,23.143,-9.7705,-36.865,-43.891,-24.876,6.5808,32.969,37.918,20.318,-5.9817,-20.05,-28.784,-16.267,-0.13552,11.465,13.454,11.613,12.493,6.4067,-0.31442,-8.315,-16.748,-19.859,-9.557,1.5625,15.424,23.589,17.633,8.858,-6.7384,-22.43,-25.902,-11.153,9.8654,28.592,36.875,28.704,1.3783,-22.119,-36.131,-30.642,-5.4446,12.98,31.246,26.16,27.548,4.4907,-17.755,-30.338,-32.633,-16.926,4.3759,29.253,37.411,33.284,18.784,-16.655,-40.193,-41.623,-16.648,16.622,38.005,41.064,20.29,-6.4117,-26.562,-21.803,-3.4843,3.2077,9.7081,-5.3934,-8.6436,-4.3873,10.029,21.978,22.571,0.69012,-26.51,-25.247,-19.348,14.446,44.171,41.756,13.243,-30.857,-57.866,-41.88,1.2448,43.321,67.163,43.304,-10.23,-54.215,-75.022,-53.603,2.7071,48.174,57.604,38.34,-6.4945,-41.684,-45.137,-18.765,17.635,34.828,20.646,-4.2243,-31.14,-26.894,-4.7172,19.247,30.992,18.125,-6.0474,-28.93,-24.475,-7.6834,15.06,20.47,8.2072,-17.06,-31.815,-22.285,10.491,42.266,41.976,20.553,-22.025,-55.337,-48.525,-5.3362,49.166,66.7,44.881,-11.96,-55.484,-67.862,-39.706,22.08,62.415,60.887,14.503,-31.874,-58.717,-47.475
3.3103,-3.0473,-2.3287,3.2047,19.083,25.074,15.357,-0.09716,-22.696,-29.693,-21.748,1.4527,29.32,41.992,33.693,4.5263,-27.68,-41.658,-26.098,7.0304,27.47,37.374,23.696,-10.816,-45.117,-44.847,-20.057,17.89,52.051,52.13,26.031,-10.77,-45.175,-51.865,-44.85,-12.945,17.378,36.71,40.149,28.117,7.8038,-13.599,-27.861,-39.096,-32.915,-20.399,0.96195,31.93,42.684,38.118,11.673,-20.314,-49.209,-36.328,-10.948,16.958,47.293,39.791,12.562,-17.841,-41.547,-39.843,-17.27,16.174,33.46,35.889,20.337,3.3571,-9.8475,-15.247,-16.889,-18.407,-15.111,-4.6748,9.2281,31.269,34.59,23.78,-0.60605,-29.799,-44.245,-36.581,-9.8079,31.863,52.226,38.793,1.2867,-31.016,-53.054,-38.949,-6.313,26.182,42.913,36.945,4.745,-15.897,-28.04,-36.456,-23.907,-9.3453,11.061,26.822,32.514,30.628,5.8483,-22.765,-39.222,-40.279,-18.397,12.007,36.396,37.723,13.903,-16.473,-33.057,-30.726,-11.895,14.199,19.631,13.759,-5.2671,-13.507,-6.0065,5.9437,3.8089,-0.55898,-16.337,-19.632,-8.0223,18.206,40.32,29.816,3.3652,-23.767,-38.763,-28.613,2.033,24.544,38.148,19.698,-3.4996,-20.493,-23.939,-6.6047,8.095,16.374,11.391,1.5791,-14.557,-15.443,-2.8737,18.454,9.6563,-5.5537,-27.205,-21.094,-3.8869,26.461,38.874,31.748,-3.6956,-33.5,-52.389,-35.259,3.4741,40.115,63.477,38.603,-0.591,-40.587,-51.29,-41.293,-8.3496,32.812,44.902,33.207,-4.8399,-33.742,-43.967,-35.23,-6.4423,21.004,33.874,25.202,10.876,-11.898,-30.176,-27.732,-14.96,4.6179,15.662,5.0845,-4.5758,-12.853,-1.607,7.8271,25.963,27.85,5.6446,-18.982,-40.506,-43.263,-17.665,19.888,49.517,54.938,23.982,-26.827,-67.202,-65.613,-21.175,26.954,68.392,68.849,35.221,-22.889,-59.318,-69.472,-36.264,9.8098,41.824,53.193,32.007,-1.8621,-28.022,-39.171,-32.914,-10.612,11.264,24.705,25.625,15.19,-0.96517,-14.858,-28.318,-26.045,-18.797,1.8354,20.387,26.426,19.993,2.7061,-8.9019,-28.072,-25.6,-14.673,3.5992,16.343,26.674,23.174,10.177,-13.086,-28.834,-29.071,-13.073,1.352
2.6618,3.4515,3.2628,-2.6237,-8.9387,-9.1347,-9.5131,0.66784,14.435,10.332,4.7272,-0.99211,-17.634,-11.518,-10.502,2.9779,19.15,18.105,17.068,8.3742,-9.8685,-22.806,-26.257,-20.106,6.0865,29.546,41.042,29.605,4.5657,-26.687,-31.081,-29.892,-14.007,4.7916,21.274,28.647,27.912,14.442,-3.4375,-19.432,-36.669,-30.743,-17.113,10.224,25.487,34.348,13.485,-1.387,-30.867,-34.946,-31.179,-11.203,18.446,42.455,40.465,21.469,-13.23,-28.263,-39.382,-21.405,-1.017,20.268,26.762,11.041,3.1439,-8.8773,-11.09,-11.046,-3.6184,-2.6501,-2.5753,4.3235,9.2366,12.705,3.7734,2.0053,-4.0178,-15.493,-13.059,-5.993,0.86817,13.912,20.79,22.467,10.256,-12.428,-30.673,-41.659,-34.618,-3.8814,35.954,59.559,53.773,15.459,-34.384,-59.918,-56.916,-20.152,22.783,43.23,43.492,25.583,5.6819,-18.417,-26.857,-27.327,-24.987,-14.762,4.988,18.758,38.466,39.406,13.967,-19.323,-43.441,-50.009,-20.168,23.661,61.07,63.347,33.889,-24.104,-68.007,-69.465,-38.8,18.698,60.64,62.847,28.06,-17.584,-48.278,-53.979,-24.267,2.5395,19.744,28.272,21.487,11.547,4.0682,-9.8635,-20.087,-29.266,-21.427,3.2393,23.054,35.121,31.248,-1.8441,-25.44,-49.679,-38.387,-16.708,21.587,42.505,37.933,15.719,-7.3503,-24.038,-23.611,-8.9991,-2.8629,-0.96287,-2.1033,-4.6131,4.6915,23.376,28.921,17.378,-4.6394,-36.543,-36.772,-23.121,15.134,40.485,41.81,10.96,-16.858,-37.965,-29.234,-5.8953,20.466,22.382,20.017,-2.8152,-19.193,-23.764,-5.897,12.535,26.927,21.156,0.28973,-18.843,-24.669,-14.783,7.4475,23.071,22.917,5.664,-13.266,-23.772,-22.494,-5.4815,9.4053,15.055,19.318,10.036,-0.93011,-14.935,-14.684,-6.3405,-7.9065,-3.9557,-5.1032,4.8962,6.1314,10.365,16.897,10.784,-3.0686,-15.824,-22.736,-6.0578,11.821,18.516,28.354,19.939,-6.7634,-27.491,-52.43,-40.104,-5.5231,37.066,57.127,50.652,10.29,-35.185,-53.971,-46.175,-12.799,29.332,46.172,42.11,15.524,-15.081,-28.008,-25.476,-15.839,-1.4721,13.895,31.217,29.501,14.578,-10.486,-28.676,-42.362,-23.497
-2.2881,1.1998,-11.183,-9.8502,-7.0345,-0.34672,12.291,13.328,8.9275,-8.686,-25.208,-25.915,-9.4402,11.606,22.49,23.011,6.1528,-21.71,-32.56,-22.866,-2.2102,24.123,37.791,31.917,6.8161,-18.226,-29.387,-27.691,-15.706,-2.761,14.749,9.6602,7.8897,5.1618,0.51744,-1.1631,-7.6996,-13.329,-13.447,-9.4113,-4.6565,2.831,17.6,21.201,18.81,9.8646,-10.254,-24.985,-27.605,-17.465,-0.92254,26.014,32.128,20.444,10.034,-11.15,-24.44,-23.995,-20.302,-5.565,10.565,24.542,18.271,6.9271,-3.7066,-9.9472,-7.3749,-4.5779,-0.66904,-5.3496,-4.5367,1.7879,15.894,31.044,23.932,1.6778,-19.73,-33.02,-20.64,-1.6055,20.196,35.494,29.295,7.9119,-12.275,-35.491,-37.33,-22.473,-6.1509,20.522,24.607,31.405,10.5,1.6838,-16.175,-24.478,-21.935,-3.789,5.1336,11.265,17.777,-1.403,0.91299,3.7311,4.2063,5.8767,-3.7879,-12.427,-9.4381,-3.0234,7.2351,17.193,21.542,11.407,-7.0207,-21.441,-27.316,-12.482,14.382,29.597,30.393,12.918,-11.006,-29.165,-28.944,-10.602,14.491,30.121,22.222,-1.4462,-23.61,-27.721,-10.329,10.355,25.853,27.92,4.4448,-19.611,-26.636,-15.015,7.1,25.333,23.426,13.136,-8.1991,-19.912,-17.765,0.54981,21.48,14.779,0.91835,-13.73,-20.492,-9.9739,15.299,28.559,21.367,-4.5559,-31.907,-41.139,-20.566,2.3493,36.968,47.411,32.341,-5.1615,-39.962,-52.439,-34.808,7.6812,42.152,50.862,37.103,-1.2624,-31.395,-51.117,-34.621,-12.753,20.317,37.265,36.904,17.177,-2.9585,-23.954,-27.081,-20.646,-4.7502,17.309,29.604,23.711,11.296,-1.2213,-18.793,-23.783,-9.4057,-6.497,4.7536,14.837,8.4262,11.121,-6.1391,-9.9729,-13.098,-1.7216,0.95678,4.9633,4.854,6.4886,3.3169,7.1212,6.6037,3.2885,-4.7974,-12.548,-19.291,-10.654,4.361,24.873,34.441,23.564,-6.3563,-27.299,-35.608,-28.824,-7.2348,19.24,27.11,28.78,8.2792,0.76964,-6.7768,-13.642,-20.034,-14.973,-13.329,0.059079,22.276,41.043,45.612,23.402,-8.2728,-50.987,-65.846,-45.857,-0.25256,46.796,71.018,52.477,5.4153,-44.107,-74.476,-63.571,-16.81,35.412,62.316,59.772
4.309,-1.5741,4.2292,7.5329,4.188,0.83528,-2.9844,-10.561,-8.2088,-9.4592,-3.6424,4.7197,14.965,14.973,13.969,8.5529,-10.975,-22.322,-26.261,-15.411,9.547,22.297,27.493,17.647,0.075871,-17.003,-33.692,-23.928,-7.4055,5.5394,20.874,26.958,20.158,10.416,1.3106,-17.548,-20.967,-18.318,-5.4018,7.6877,16.735,6.8474,-5.1591,-8.7194,-11.61,-0.58241,11.578,10.203,0.73977,-14.248,-21.836,-18.895,5.0536,22.857,23.905,12.091,-12.886,-28.331,-23.264,-2.9354,26.647,36.251,17.288,-15.106,-36.907,-37.085,-5.025,27.314,51.957,39.046,11.241,-23.044,-45.439,-37.394,-12.402,22.581,32.167,20.557,-2.435,-19.795,-20.26,-5.5639,9.9566,21.581,9.4244,-11.957,-20.886,-10.853,12.478,29.679,24.356,4.82,-21.866,-24.177,-0.86101,24.455,33.924,15.038,-15.626,-39.402,-42.157,-5.8713,35.292,62.814,40.136,-11.756,-53.728,-67.006,-33.36,30.895,71.885,65.786,11.35,-48.075,-73.389,-50.706,-0.47524,50.949,61.341,25.203,-18.118,-54.593,-44.886,-3.1236,39.93,48.796,19.878,-24.221,-50.679,-36.672,2.1803,35.962,36.329,7.8555,-27.763,-43.284,-24.771,19.787,44.456,40.804,3.7472,-45.8,-62.218,-39.812,15.545,53.39,61.899,20.154,-36.401,-61.507,-52.411,-3.4534,48.297,60.891,33.43,-18.341,-57.439,-52.841,-18.675,27.904,53.723,37.511,-4.8743,-46.22,-57.445,-22.656,20.836,54.817,47.961,10.948,-32.155,-50.596,-36.663,12.012,44.006,44.115,21.222,-22.957,-36.427,-33.607,-11.468,16.282,35.829,26.526,6.097,-16.537,-25.672,-24.935,-12.222,-4.9284,6.6484,8.0932,13.259,11.902,1.0601,-6.837,-16.713,-15.082,-5.5605,3.3651,8.5302,6.0335,4.6136,12.407,9.2989,10.282,-2.1273,-20.336,-18.492,-11.114,4.9315,12.584,15.477,10.364,-3.663,-9.031,-9.4755,-0.55086,9.8208,15.455,2.3839,-4.5707,-10.942,-8.0951,-5.9524,-0.31959,13.245,21.859,8.1845,0.79605,-9.4534,-20.751,-9.9644,5.5359,24.421,25.271,17.523,-10.535,-35.535,-44.442,-21.83,10.132,39.781,37.6,14.582,-22.68,-49.237,-41.045,-13.916,28.41,48.584,42.856,11.317,-27.187,-40.266,-31.587
-2.8179,2.5935,4.9453,-0.52359,-0.56893,-8.8018,-10.636,-8.6671,2.8065,16.041,21.899,5.6486,-3.7905,-20.634,-25.232,-23.08,-3.9869,11.492,28.281,26.498,16.302,-4.1519,-26.152,-25.553,-21.035,-9.998,4.0113,20.447,24.948,17.354,15.467,0.98343,-16.881,-36.104,-40.358,-27.622,5.4043,39.957,57.493,47.188,10.724,-39.833,-66.805,-65.438,-32.351,24.131,64.886,75.042,44.091,-2.2942,-42.528,-55.674,-44.457,-14.711,16.441,31.375,38.316,27.711,18.542,-6.3619,-14.763,-27.954,-22.856,-17.838,4.1936,25.569,38.696,33.29,15.029,-12.927,-35.978,-33.708,-11.954,9.9835,32.436,30.835,8.2143,-13.413,-17.799,-22.543,-8.4349,1.9103,7.4969,4.614,1.3568,6.3748,9.8386,21.091,8.4858,-6.2379,-23.012,-33.196,-24.246,-2.0303,31.25,50.728,48.244,14.93,-22.731,-56.872,-57.405,-30.446,15.461,55.547,70.703,54.669,10.688,-31.742,-55.875,-55.665,-31.101,5.6785,42.44,62.736,38.057,0.80808,-37.308,-61.599,-58.436,-24.999,17.322,48.331,55.261,42.694,6.4346,-31.341,-51.297,-45.931,-16.611,14.219,47.85,52.15,29.541,-3.6749,-36.945,-47.974,-32.021,-4.1434,23.16,29.831,22.616,1.4932,-17.475,-20.018,-5.4405,5.8412,6.9237,-3.2392,-8.5847,-15.662,-5.2202,10.452,20.514,15.972,5.9677,-8.2371,-21.939,-23.634,-12.452,1.833,17.058,25.471,18.522,7.602,-15.73,-23.735,-25.065,-4.6498,14.87,33.803,21.574,13.98,-12.041,-23.562,-25.045,-18.107,1.5997,19.232,29.712,20.135,1.9859,-15.651,-22.481,-18.424,-13.141,5.3177,19.259,20.528,11.481,-1.835,-12.341,-15.434,-11.969,-8.3162,8.0235,14.322,13.51,16.745,8.5015,-1.4519,-15.873,-27.09,-12.279,2.327,24.34,28.805,14.567,-1.305,-27.902,-34.004,-19.949,9.218,35.139,35.805,18.938,-11.724,-34.652,-29.107,-2.0406,24.414,42.154,35.781,6.904,-28.893,-37.478,-23.963,5.1605,26.253,31.977,13.511,-8.4836,-23.491,-16.726,-4.4032,18.201,20.951,10.055,-11.533,-26.563,-27.386,-6.2479,10.8,27.545,24.716,5.5199,-15.271,-29.099,-25.209,-2.2102,20.272,23.645,20.382,-1.3316,-19.802,-21.249,-11.914
